,Fecha,T3_TipoDato,T3_Periodo,Anyo,Valor
266,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,5462.0
267,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,12519.0
268,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,6038.0
269,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,6481.0
270,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,14258.0
271,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,7223.0
272,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,7035.0
273,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,12233.0
274,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,6221.0
275,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,6012.0
276,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,9203.0
277,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,4702.0
278,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,4501.0
279,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,7378.0
280,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,3627.0
281,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,3751.0
282,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,4612.0
283,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2166.0
284,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2446.0
285,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,2508.0
286,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1087.0
287,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,1421.0
288,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,932.0
289,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,294.0
290,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,638.0
291,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,328.0
292,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,101.0
293,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,227.0
294,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,117.0
295,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,23.0
296,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,94.0
297,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,43.0
298,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,11.0
299,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,32.0
300,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,9473.0
301,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,5082.0
302,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,4391.0
303,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,220.0
304,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,118.0
305,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,102.0
306,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,290.0
307,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,150.0
308,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,140.0
309,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,285.0
310,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,135.0
311,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,150.0
312,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,285.0
313,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,150.0
314,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,135.0
315,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,376.0
316,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,170.0
317,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,206.0
318,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,522.0
319,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,257.0
320,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,265.0
321,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,472.0
322,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,231.0
323,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,241.0
324,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,445.0
325,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,244.0
326,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,201.0
327,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,546.0
328,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,302.0
